tourney_date,tourney_name,surface,best_of,round,winner_name,loser_name,comp_win_prob,sim_win_prob,blend_win_prob,elo_win_prob
2023-09-27,Beijing,Hard,3,R16,Carlos Alcaraz,Lorenzo Musetti,0.7893,0.51,0.62172,0.8976
2023-09-27,Beijing,Hard,3,QF,Carlos Alcaraz,Casper Ruud,0.7566,0.493,0.5984400000000001,0.8681
2023-09-27,Beijing,Hard,3,R32,Jannik Sinner,Daniel Evans,0.7418,0.5794,0.64436,0.8263
2023-09-27,Beijing,Hard,3,SF,Jannik Sinner,Carlos Alcaraz,0.3959,0.5246,0.47312,0.29
2023-09-27,Beijing,Hard,3,R32,Alejandro Davidovich Fokina,Yi Zhou,0.7574,0.4842,0.59348,0.8135
2023-09-27,Beijing,Hard,3,R32,Carlos Alcaraz,Yannick Hanfmann,0.8283,0.6702,0.7334400000000001,0.9323
2023-09-27,Beijing,Hard,3,R32,Yoshihito Nishioka,Juncheng Shang,0.6516,0.4842,0.55116,0.7149
2023-09-27,Beijing,Hard,3,R32,Casper Ruud,Jan Lennard Struff,0.5488,0.5866,0.57148,0.566
2023-09-27,Beijing,Hard,3,R32,Holger Rune,Felix Auger Aliassime,0.5665,0.493,0.5224,0.6871
2023-09-27,Beijing,Hard,3,R32,Grigor Dimitrov,Mackenzie Mcdonald,0.6024,0.5702,0.58308,0.6802
2023-09-27,Beijing,Hard,3,R32,Alexander Zverev,Diego Schwartzman,0.8255,0.6702,0.7323200000000001,0.9196
2023-09-27,Beijing,Hard,3,R32,Tomas Martin Etcheverry,Lloyd Harris,0.5335,0.3724,0.43684,0.5781
2023-09-27,Beijing,Hard,3,R32,Matteo Arnaldi,J J Wolf,0.4773,0.4778,0.4776,0.5116
2023-09-27,Beijing,Hard,3,R32,Nicolas Jarry,Stefanos Tsitsipas,0.3436,0.3724,0.36088,0.3748
2023-09-27,Beijing,Hard,3,R32,Andrey Rublev,Cameron Norrie,0.6658,0.51,0.5723199999999999,0.7539
2023-09-27,Beijing,Hard,3,R32,Ugo Humbert,Lorenzo Sonego,0.516,0.4132,0.45432000000000006,0.5359
2023-09-27,Beijing,Hard,3,R32,Alex De Minaur,Andy Murray,0.6559,0.51,0.56836,0.6927
2023-09-27,Beijing,Hard,3,R32,Daniil Medvedev,Tommy Paul,0.7282,0.5702,0.6334,0.8165
2023-09-27,Beijing,Hard,3,R32,Lorenzo Musetti,Karen Khachanov,0.3581,0.51,0.44924,0.3067
2023-10-02,Shanghai Masters,Hard,3,QF,Hubert Hurkacz,Fabian Marozsan,0.7573,0.6702,0.70504,0.8132
2023-10-02,Shanghai Masters,Hard,3,QF,Andrey Rublev,Ugo Humbert,0.6635,0.5702,0.6075200000000001,0.7117
2023-10-02,Shanghai Masters,Hard,3,QF,Grigor Dimitrov,Nicolas Jarry,0.5823,0.5528,0.5646,0.6231
2023-10-02,Shanghai Masters,Hard,3,SF,Hubert Hurkacz,Sebastian Korda,0.5629,0.565,0.56416,0.5565
2023-10-02,Shanghai Masters,Hard,3,F,Hubert Hurkacz,Andrey Rublev,0.4559,0.6128,0.5500400000000001,0.4232
2023-10-02,Shanghai Masters,Hard,3,R128,Bu Yunchaokete,Miomir Kecmanovic,0.3185,0.4778,0.41408,0.3449
2023-10-02,Shanghai Masters,Hard,3,R16,Nicolas Jarry,Diego Schwartzman,0.6565,0.643,0.6484,0.7712
2023-10-02,Shanghai Masters,Hard,3,QF,Sebastian Korda,Ben Shelton,0.6039,0.4842,0.53208,0.6594
2023-10-02,Shanghai Masters,Hard,3,SF,Andrey Rublev,Grigor Dimitrov,0.5527,0.4626,0.49863999999999997,0.5091
2023-10-02,Shanghai Masters,Hard,3,R16,Grigor Dimitrov,Carlos Alcaraz,0.2594,0.493,0.39956,0.1919
2023-10-02,Shanghai Masters,Hard,3,R16,Sebastian Korda,Francisco Cerundolo,0.5623,0.6102,0.59104,0.5549
2023-10-02,Shanghai Masters,Hard,3,R32,Ugo Humbert,Stefanos Tsitsipas,0.3603,0.3294,0.34176,0.3597
2023-10-02,Shanghai Masters,Hard,3,R16,Andrey Rublev,Tommy Paul,0.613,0.5246,0.55996,0.6688
2023-10-02,Shanghai Masters,Hard,3,R16,Fabian Marozsan,Casper Ruud,0.2616,0.395,0.34164,0.1977
2023-10-02,Shanghai Masters,Hard,3,R16,Hubert Hurkacz,Zhizhen Zhang,0.7384,0.6644,0.694,0.7818
2023-10-02,Shanghai Masters,Hard,3,R16,Ben Shelton,Jannik Sinner,0.2443,0.4778,0.38439999999999996,0.1211
2023-10-02,Shanghai Masters,Hard,3,R32,Carlos Alcaraz,Daniel Evans,0.7969,0.5482,0.64768,0.9048
2023-10-02,Shanghai Masters,Hard,3,R32,Grigor Dimitrov,Karen Khachanov,0.5034,0.51,0.50736,0.5345
2023-10-02,Shanghai Masters,Hard,3,R32,J J Wolf,Matteo Arnaldi,0.4807,0.493,0.48808,0.4437
2023-10-02,Shanghai Masters,Hard,3,R32,Nicolas Jarry,Lorenzo Sonego,0.5518,0.4842,0.51124,0.6294
2023-10-02,Shanghai Masters,Hard,3,R16,Ugo Humbert,J J Wolf,0.5869,0.4842,0.52528,0.6374
2023-10-02,Shanghai Masters,Hard,3,R32,Tommy Paul,Arthur Fils,0.642,0.4842,0.54732,0.6546
2023-10-02,Shanghai Masters,Hard,3,R32,Zhizhen Zhang,Brandon Nakashima,0.4883,0.4186,0.44648,0.5304
2023-10-02,Shanghai Masters,Hard,3,R64,Arthur Fils,Alejandro Davidovich Fokina,0.3723,0.565,0.48792,0.3239
2023-10-02,Shanghai Masters,Hard,3,R32,Diego Schwartzman,Taylor Fritz,0.1896,0.2592,0.23136,0.1273
2023-10-02,Shanghai Masters,Hard,3,R128,Cristian Garin,Aleksandar Kovacevic,0.5694,0.4428,0.49344000000000005,0.6819
2023-10-02,Shanghai Masters,Hard,3,R64,Andrey Rublev,Quentin Halys,0.7693,0.51,0.61372,0.8814
2023-10-02,Shanghai Masters,Hard,3,R32,Casper Ruud,Christopher Eubanks,0.6405,0.51,0.5622,0.6793
2023-10-02,Shanghai Masters,Hard,3,R32,Fabian Marozsan,Dusan Lajovic,0.4601,0.5794,0.53168,0.4416
2023-10-02,Shanghai Masters,Hard,3,R32,Hubert Hurkacz,Yu Hsiou Hsu,0.8078,0.6928,0.7388,0.866
2023-10-02,Shanghai Masters,Hard,3,R32,Jannik Sinner,Sebastian Baez,0.7605,0.7176,0.7347600000000001,0.7911
2023-10-02,Shanghai Masters,Hard,3,R32,Ben Shelton,Roman Safiullin,0.5364,0.5482,0.54348,0.4692
2023-10-02,Shanghai Masters,Hard,3,R32,Francisco Cerundolo,Marton Fucsovics,0.5416,0.4842,0.50716,0.5475
2023-10-02,Shanghai Masters,Hard,3,R32,Sebastian Korda,Daniil Medvedev,0.2596,0.4842,0.39436,0.1982
2023-10-02,Shanghai Masters,Hard,3,R64,Carlos Alcaraz,Gregoire Barrere,0.8364,0.5794,0.6822,0.9475
2023-10-02,Shanghai Masters,Hard,3,R64,Daniel Evans,Mikhail Kukushkin,0.7362,0.5794,0.64212,0.7871
2023-10-02,Shanghai Masters,Hard,3,R64,Karen Khachanov,Beibit Zhukayev,0.794,0.6644,0.71624,0.8682
2023-10-02,Shanghai Masters,Hard,3,R64,Lorenzo Sonego,Frances Tiafoe,0.3574,0.4626,0.42052,0.3448
2023-10-02,Shanghai Masters,Hard,3,R64,Nicolas Jarry,Terence Atmane,0.7045,0.5794,0.62944,0.8127
2023-10-02,Shanghai Masters,Hard,3,R64,Diego Schwartzman,Jiri Lehecka,0.2876,0.3692,0.33655999999999997,0.2409
2023-10-02,Shanghai Masters,Hard,3,R64,Taylor Fritz,Yosuke Watanuki,0.7576,0.6644,0.7016800000000001,0.8015
2023-10-02,Shanghai Masters,Hard,3,R64,Ugo Humbert,Botic Van De Zandschulp,0.604,0.5528,0.57328,0.6711
2023-10-02,Shanghai Masters,Hard,3,R64,Matteo Arnaldi,Jan Lennard Struff,0.4166,0.5246,0.4814,0.3824
2023-10-02,Shanghai Masters,Hard,3,R64,J J Wolf,Cameron Norrie,0.4254,0.4428,0.43584,0.4354
2023-10-02,Shanghai Masters,Hard,3,R64,Tommy Paul,Sebastian Ofner,0.675,0.5482,0.59892,0.7035
2023-10-02,Shanghai Masters,Hard,3,R32,Andrey Rublev,Adrian Mannarino,0.6341,0.5246,0.5684,0.6363
2023-10-02,Shanghai Masters,Hard,3,R64,Adrian Mannarino,Chun Hsin Tseng,0.7897,0.6128,0.68356,0.8914
2023-10-02,Shanghai Masters,Hard,3,R64,Grigor Dimitrov,Aleksandar Vukic,0.7076,0.5246,0.5978,0.8526
2023-10-02,Shanghai Masters,Hard,3,R64,Casper Ruud,Yoshihito Nishioka,0.6183,0.629,0.6247199999999999,0.6367
2023-10-02,Shanghai Masters,Hard,3,R64,Roman Safiullin,Alexander Zverev,0.2331,0.4626,0.37079999999999996,0.154
2023-10-02,Shanghai Masters,Hard,3,R64,Dusan Lajovic,Tallon Griekspoor,0.3568,0.3058,0.32620000000000005,0.3466
2023-10-02,Shanghai Masters,Hard,3,R64,Fabian Marozsan,Alex De Minaur,0.2522,0.4778,0.38756,0.187
2023-10-02,Shanghai Masters,Hard,3,R64,Hubert Hurkacz,Thanasi Kokkinakis,0.7089,0.5702,0.62568,0.7736
2023-10-02,Shanghai Masters,Hard,3,R128,Terence Atmane,Jordan Thompson,0.3503,0.4428,0.40580000000000005,0.2965
2023-10-02,Shanghai Masters,Hard,3,R64,Zhizhen Zhang,Tomas Martin Etcheverry,0.475,0.5528,0.5216799999999999,0.4936
2023-10-02,Shanghai Masters,Hard,3,R64,Brandon Nakashima,Holger Rune,0.2734,0.4778,0.39604,0.1879
2023-10-02,Shanghai Masters,Hard,3,R64,Jannik Sinner,Marcos Giron,0.7921,0.5794,0.66448,0.8804
2023-10-02,Shanghai Masters,Hard,3,R128,Lorenzo Sonego,Philip Sekulic,0.6686,0.6128,0.63512,0.6941
2023-10-02,Shanghai Masters,Hard,3,R128,Diego Schwartzman,Luca Van Assche,0.511,0.4778,0.49108,0.5623
2023-10-02,Shanghai Masters,Hard,3,R64,Sebastian Baez,Dane Sweeny,0.6799,0.518,0.58276,0.768
2023-10-02,Shanghai Masters,Hard,3,R64,Yu Hsiou Hsu,Lorenzo Musetti,0.2807,0.3872,0.34459999999999996,0.2191
2023-10-02,Shanghai Masters,Hard,3,R64,Marton Fucsovics,Felix Auger Aliassime,0.3802,0.3872,0.38439999999999996,0.4881
2023-10-02,Shanghai Masters,Hard,3,R64,Sebastian Korda,Bu Yunchaokete,0.7565,0.6128,0.67028,0.842
2023-10-02,Shanghai Masters,Hard,3,R64,Daniil Medvedev,Cristian Garin,0.8195,0.6644,0.72644,0.8768
2023-10-02,Shanghai Masters,Hard,3,R128,Gregoire Barrere,Nuno Borges,0.5102,0.5246,0.51884,0.5503
2023-10-02,Shanghai Masters,Hard,3,R128,Mikhail Kukushkin,Alexandre Muller,0.3527,0.51,0.44708000000000003,0.3387
2023-10-02,Shanghai Masters,Hard,3,R128,Beibit Zhukayev,Stefano Napolitano,0.5417,0.4408,0.48116,0.4793
2023-10-02,Shanghai Masters,Hard,3,R64,Francisco Cerundolo,Mackenzie Mcdonald,0.5106,0.4626,0.4818,0.5568
2023-10-02,Shanghai Masters,Hard,3,R64,Stefanos Tsitsipas,Rinky Hijikata,0.7364,0.7546,0.74732,0.7524
2023-10-02,Shanghai Masters,Hard,3,R64,Ben Shelton,Jaume Munar,0.6745,0.6644,0.6684399999999999,0.6267
2023-10-02,Shanghai Masters,Hard,3,R128,Arthur Fils,Pavel Kotov,0.6152,0.6102,0.6122,0.6468
2023-10-02,Shanghai Masters,Hard,3,R128,Aleksandar Vukic,Roberto Carballes Baena,0.5116,0.643,0.5904400000000001,0.4421
2023-10-02,Shanghai Masters,Hard,3,R128,Mackenzie Mcdonald,Corentin Moutet,0.6542,0.565,0.60068,0.7009
2023-10-02,Shanghai Masters,Hard,3,R128,Rinky Hijikata,Laslo Djere,0.3854,0.3596,0.36992,0.3314
2023-10-02,Shanghai Masters,Hard,3,R128,Yosuke Watanuki,Juncheng Shang,0.5942,0.5246,0.55244,0.6213
2023-10-02,Shanghai Masters,Hard,3,R128,Botic Van De Zandschulp,Christopher Oconnell,0.4808,0.4408,0.4568,0.477
2023-10-02,Shanghai Masters,Hard,3,R128,J J Wolf,Pedro Cachin,0.5557,0.5528,0.55396,0.5387
2023-10-02,Shanghai Masters,Hard,3,R128,Sebastian Ofner,Juan Pablo Varillas,0.5165,0.518,0.5174000000000001,0.5131
2023-10-02,Shanghai Masters,Hard,3,R64,Christopher Eubanks,Yannick Hanfmann,0.529,0.6644,0.61024,0.4889
2023-10-02,Shanghai Masters,Hard,3,R128,Chun Hsin Tseng,Alexander Shevchenko,0.3385,0.518,0.44620000000000004,0.3384
2023-10-02,Shanghai Masters,Hard,3,R128,Quentin Halys,Aslan Karatsev,0.4104,0.5702,0.5062800000000001,0.3137
2023-10-02,Shanghai Masters,Hard,3,R128,Yoshihito Nishioka,Daniel Altmaier,0.5908,0.518,0.54712,0.6616
2023-10-02,Shanghai Masters,Hard,3,R128,Yannick Hanfmann,James Duckworth,0.567,0.395,0.4638,0.64
2023-10-02,Shanghai Masters,Hard,3,R128,Matteo Arnaldi,Alexei Popyrin,0.4814,0.4408,0.45704,0.499
2023-10-02,Shanghai Masters,Hard,3,R128,Fabian Marozsan,Arthur Rinderknech,0.4724,0.4626,0.46652,0.5206
2023-10-02,Shanghai Masters,Hard,3,R128,Dusan Lajovic,Stan Wawrinka,0.3666,0.3596,0.36239999999999994,0.3439
2023-10-02,Shanghai Masters,Hard,3,R128,Roman Safiullin,Andy Murray,0.4637,0.5528,0.51716,0.5141
2023-10-02,Shanghai Masters,Hard,3,R128,Jaume Munar,Rigele Te,0.5765,0.4408,0.49508,0.5867
2023-10-02,Shanghai Masters,Hard,3,R128,Dane Sweeny,Taro Daniel,0.3698,0.4428,0.4136000000000001,0.38
2023-10-02,Shanghai Masters,Hard,3,R128,Marcos Giron,Daniel Elahi Galan,0.5785,0.5794,0.57904,0.6336
2023-10-02,Shanghai Masters,Hard,3,R128,Marton Fucsovics,Denis Yevseyev,0.5936,0.518,0.5482400000000001,0.7243
2023-10-02,Shanghai Masters,Hard,3,R128,Brandon Nakashima,Bernabe Zapata Miralles,0.5699,0.7412,0.67268,0.5898
2023-10-02,Shanghai Masters,Hard,3,R128,Zhizhen Zhang,Richard Gasquet,0.5338,0.51,0.51952,0.624
2023-10-02,Shanghai Masters,Hard,3,R128,Yu Hsiou Hsu,Max Purcell,0.4344,0.493,0.46956000000000003,0.4986
2023-10-02,Shanghai Masters,Hard,3,R128,Thanasi Kokkinakis,Fabio Fognini,0.6305,0.7176,0.68276,0.6123
2023-10-16,Stockholm,Hard,3,QF,Miomir Kecmanovic,Elias Ymer,0.6392,0.5246,0.5704400000000001,0.6399
2023-10-16,Stockholm,Hard,3,R16,Pavel Kotov,Lorenzo Sonego,0.3523,0.3692,0.36244,0.2963
2023-10-16,Stockholm,Hard,3,QF,Laslo Djere,Tomas Machac,0.5995,0.5528,0.57148,0.623
2023-10-16,Stockholm,Hard,3,QF,Gael Monfils,Adrian Mannarino,0.4475,0.51,0.485,0.4637
2023-10-16,Stockholm,Hard,3,R16,Miomir Kecmanovic,Holger Rune,0.2991,0.4066,0.36360000000000003,0.2313
2023-10-16,Tokyo,Hard,3,R16,Marcos Giron,Casper Ruud,0.3213,0.4428,0.3942,0.276
2023-10-16,Stockholm,Hard,3,SF,Gael Monfils,Laslo Djere,0.5524,0.518,0.53176,0.6164
2023-10-16,Stockholm,Hard,3,QF,Pavel Kotov,Tallon Griekspoor,0.3294,0.3294,0.3294,0.3184
2023-10-16,Stockholm,Hard,3,R16,Adrian Mannarino,Roman Safiullin,0.5755,0.4842,0.5207200000000001,0.5873
2023-10-16,Stockholm,Hard,3,R16,Laslo Djere,J J Wolf,0.502,0.51,0.5068,0.5506
2023-10-16,Stockholm,Hard,3,R16,Tomas Machac,Stan Wawrinka,0.3686,0.4132,0.39536,0.3328
2023-10-16,Stockholm,Hard,3,R16,Gael Monfils,Filip Misolic,0.6878,0.6128,0.6428,0.7909
2023-10-16,Stockholm,Hard,3,R32,Miomir Kecmanovic,Karl Friberg,0.5814,0.5246,0.54732,0.6484
2023-10-16,Stockholm,Hard,3,R32,Elias Ymer,Roberto Bautista Agut,0.3037,0.4186,0.37264,0.259
2023-10-16,Stockholm,Hard,3,R32,Dino Prizmic,Jiri Lehecka,0.2641,0.4066,0.3496,0.2034
2023-10-16,Stockholm,Hard,3,SF,Pavel Kotov,Miomir Kecmanovic,0.3985,0.4132,0.40732,0.4099
2023-10-16,Stockholm,Hard,3,R32,Emil Ruusuvuori,Benjamin Hassan,0.6519,0.4842,0.55128,0.6573
2023-10-16,Tokyo,Hard,3,R16,Felix Auger Aliassime,Sebastian Ofner,0.6238,0.643,0.63532,0.5706
2023-10-16,Stockholm,Hard,3,R32,Lorenzo Sonego,Dusan Lajovic,0.5324,0.629,0.59036,0.5294
2023-10-16,Stockholm,Hard,3,R16,Tallon Griekspoor,Emil Ruusuvuori,0.4916,0.5702,0.53876,0.4178
2023-10-16,Tokyo,Hard,3,QF,Aslan Karatsev,Alex De Minaur,0.3137,0.4778,0.41215999999999997,0.2758
2023-10-16,Stockholm,Hard,3,R16,Elias Ymer,Dino Prizmic,0.4929,0.4778,0.48384,0.4764
2023-10-16,Stockholm,Hard,3,R32,Filip Misolic,Daniel Evans,0.3303,0.395,0.36912,0.3296
2023-10-16,Tokyo,Hard,3,R32,Marcos Giron,Yoshihito Nishioka,0.4669,0.5702,0.52888,0.4506
2023-10-16,Stockholm,Hard,3,R32,Gael Monfils,Marton Fucsovics,0.5799,0.5482,0.56088,0.6437
2023-10-16,Stockholm,Hard,3,R32,Roman Safiullin,Thiago Seyboth Wild,0.6331,0.5866,0.6052,0.7212
2023-10-16,Tokyo,Hard,3,F,Ben Shelton,Aslan Karatsev,0.5873,0.6128,0.6026,0.5243
2023-10-16,Stockholm,Hard,3,R32,Stan Wawrinka,Borna Gojo,0.5363,0.4842,0.50504,0.5718
2023-10-16,Tokyo,Hard,3,SF,Aslan Karatsev,Shintaro Mochizuki,0.7202,0.6928,0.7037599999999999,0.8185
2023-10-16,Tokyo,Hard,3,R16,Aslan Karatsev,Zhizhen Zhang,0.4921,0.4626,0.4744,0.506
2023-10-16,Stockholm,Hard,3,R32,Pavel Kotov,Christopher Eubanks,0.4077,0.3872,0.3954,0.4328
2023-10-16,Tokyo,Hard,3,R16,Alexei Popyrin,Cristian Garin,0.5267,0.6128,0.57836,0.4702
2023-10-16,Tokyo,Hard,3,QF,Ben Shelton,Tommy Paul,0.4298,0.565,0.51092,0.4142
2023-10-16,Tokyo,Hard,3,QF,Marcos Giron,Felix Auger Aliassime,0.393,0.4428,0.42288000000000003,0.4749
2023-10-16,Tokyo,Hard,3,R16,Shintaro Mochizuki,Taylor Fritz,0.1407,0.198,0.17508,0.0705
2023-10-16,Tokyo,Hard,3,R16,Tommy Paul,Mackenzie Mcdonald,0.5973,0.51,0.5449200000000001,0.5848
2023-10-16,Tokyo,Hard,3,R16,Alex De Minaur,Diego Schwartzman,0.7346,0.6128,0.6615200000000001,0.7625
2023-10-16,Stockholm,Hard,3,R32,J J Wolf,Sebastian Baez,0.4539,0.5866,0.53352,0.3809
2023-10-16,Tokyo,Hard,3,R16,Ben Shelton,Jordan Thompson,0.6165,0.565,0.5856,0.6322
2023-10-16,Stockholm,Hard,3,R32,Laslo Djere,Leo Borg,0.7185,0.5702,0.6295200000000001,0.7816
2023-10-16,Tokyo,Hard,3,QF,Shintaro Mochizuki,Alexei Popyrin,0.2773,0.3058,0.2944,0.2081
2023-10-16,Tokyo,Hard,3,R32,Taylor Fritz,Cameron Norrie,0.6516,0.5794,0.6082799999999999,0.7221
2023-10-16,Tokyo,Hard,3,SF,Ben Shelton,Marcos Giron,0.5923,0.565,0.57592,0.5873
2023-10-16,Antwerp,Hard,3,R16,Yannick Hanfmann,Dominic Thiem,0.4458,0.3872,0.41064,0.4411
2023-10-16,Tokyo,Hard,3,R32,Alexei Popyrin,Karen Khachanov,0.299,0.4626,0.39715999999999996,0.2361
2023-10-16,Tokyo,Hard,3,R32,Alex De Minaur,Jack Draper,0.5867,0.4132,0.48260000000000003,0.5524
2023-10-16,Tokyo,Hard,3,R32,Diego Schwartzman,Francisco Cerundolo,0.3541,0.4186,0.39280000000000004,0.2831
2023-10-16,Tokyo,Hard,3,R32,Zhizhen Zhang,Hubert Hurkacz,0.2617,0.3692,0.32619999999999993,0.2201
2023-10-16,Tokyo,Hard,3,R32,Aslan Karatsev,Frances Tiafoe,0.3645,0.4066,0.38976,0.4165
2023-10-16,Tokyo,Hard,3,R32,Tommy Paul,Daniel Altmaier,0.7202,0.6128,0.65576,0.7837
2023-10-16,Tokyo,Hard,3,R32,Mackenzie Mcdonald,Max Purcell,0.599,0.518,0.5504,0.6918
2023-10-16,Tokyo,Hard,3,R32,Ben Shelton,Taro Daniel,0.6984,0.6434,0.6654,0.7469
2023-10-16,Tokyo,Hard,3,R32,Cristian Garin,Sho Shimabukuro,0.5953,0.4626,0.51568,0.6833
2023-10-16,Tokyo,Hard,3,R32,Jordan Thompson,Alexander Zverev,0.234,0.4626,0.37116,0.1394
2023-10-16,Tokyo,Hard,3,R32,Sebastian Ofner,Christopher Oconnell,0.4881,0.4428,0.46092,0.4948
2023-10-16,Tokyo,Hard,3,R32,Casper Ruud,Yosuke Watanuki,0.6651,0.5866,0.618,0.7221
2023-10-16,Antwerp,Hard,3,SF,Arthur Fils,Stefanos Tsitsipas,0.315,0.3724,0.34944,0.3128
2023-10-16,Antwerp,Hard,3,SF,Alexander Bublik,Maximilian Marterer,0.6361,0.4842,0.54496,0.6603
2023-10-16,Antwerp,Hard,3,QF,Stefanos Tsitsipas,Yannick Hanfmann,0.6938,0.7412,0.72224,0.6761
2023-10-16,Antwerp,Hard,3,R32,Botic Van De Zandschulp,Dominic Stricker,0.4825,0.4066,0.43696,0.4586
2023-10-16,Stockholm,Hard,3,F,Gael Monfils,Pavel Kotov,0.6567,0.5794,0.61032,0.7592
2023-10-16,Antwerp,Hard,3,R32,Yannick Hanfmann,Alexander Blockx,0.5466,0.4408,0.48312,0.6587
2023-10-16,Tokyo,Hard,3,R32,Felix Auger Aliassime,Aleksandar Vukic,0.606,0.5246,0.55716,0.5988
2023-10-16,Antwerp,Hard,3,QF,Arthur Fils,Juan Pablo Varillas,0.6027,0.6102,0.6072,0.648
2023-10-16,Antwerp,Hard,3,F,Alexander Bublik,Arthur Fils,0.4824,0.4408,0.45744,0.4628
2023-10-16,Antwerp,Hard,3,QF,Maximilian Marterer,Hugo Gaston,0.5064,0.6702,0.60468,0.5018
2023-10-16,Antwerp,Hard,3,R16,Arthur Fils,Mark Lajal,0.7237,0.5866,0.64144,0.7435
2023-10-16,Antwerp,Hard,3,QF,Alexander Bublik,Giovanni Mpetshi Perricard,0.6942,0.5482,0.6066,0.751
2023-10-16,Antwerp,Hard,3,R16,Juan Pablo Varillas,Alexander Shevchenko,0.529,0.5246,0.5263599999999999,0.5731
2023-10-16,Antwerp,Hard,3,R16,Giovanni Mpetshi Perricard,David Goffin,0.413,0.565,0.5042,0.3497
2023-10-16,Antwerp,Hard,3,R16,Maximilian Marterer,Nuno Borges,0.4929,0.565,0.53616,0.5414
2023-10-16,Antwerp,Hard,3,R16,Hugo Gaston,Jan Lennard Struff,0.319,0.3724,0.35104,0.2554
2023-10-16,Antwerp,Hard,3,R32,Dominic Thiem,Luca Nardi,0.6776,0.6102,0.63716,0.732
2023-10-16,Antwerp,Hard,3,R32,Mark Lajal,Jaume Munar,0.4061,0.5702,0.5045600000000001,0.346
2023-10-16,Tokyo,Hard,3,R32,Shintaro Mochizuki,Tomas Martin Etcheverry,0.3079,0.3596,0.33892,0.2686
2023-10-16,Antwerp,Hard,3,R16,Alexander Bublik,Gregoire Barrere,0.605,0.5528,0.57368,0.655
2023-10-16,Antwerp,Hard,3,R32,Juan Pablo Varillas,Fabian Marozsan,0.4399,0.4066,0.41992,0.4206
2023-10-16,Antwerp,Hard,3,R32,Giovanni Mpetshi Perricard,Roberto Carballes Baena,0.4158,0.6644,0.56496,0.3705
2023-10-16,Antwerp,Hard,3,R32,David Goffin,Quentin Halys,0.4669,0.3724,0.4102,0.5138
2023-10-16,Antwerp,Hard,3,R32,Gregoire Barrere,Daniel Elahi Galan,0.5397,0.565,0.5548799999999999,0.5959
2023-10-16,Antwerp,Hard,3,R16,Stefanos Tsitsipas,Botic Van De Zandschulp,0.6824,0.6934,0.6890000000000001,0.6964
2023-10-16,Antwerp,Hard,3,R32,Hugo Gaston,Arthur Rinderknech,0.4084,0.3294,0.361,0.4254
2023-10-16,Antwerp,Hard,3,R32,Nuno Borges,Dominik Koepfer,0.4152,0.51,0.47208,0.3585
2023-10-16,Antwerp,Hard,3,R32,Alexander Shevchenko,Benjamin Bonzi,0.4121,0.3596,0.3806,0.3603
2023-10-16,Antwerp,Hard,3,R32,Maximilian Marterer,Richard Gasquet,0.4441,0.5528,0.50932,0.513
2023-10-23,Basel,Hard,3,R32,Nicolas Jarry,Adrian Mannarino,0.4726,0.5528,0.52072,0.4807
2023-10-23,Basel,Hard,3,R32,Jan Lennard Struff,Christopher Eubanks,0.5341,0.4132,0.46156,0.5724
2023-10-23,Basel,Hard,3,R32,Tallon Griekspoor,Thiago Seyboth Wild,0.6612,0.6832,0.6744,0.7136
2023-10-23,Basel,Hard,3,R32,Alex De Minaur,Diego Schwartzman,0.7435,0.6102,0.66352,0.7693
2023-10-23,Basel,Hard,3,R32,Felix Auger Aliassime,Leandro Riedi,0.7341,0.6702,0.6957599999999999,0.7333
2023-10-23,Basel,Hard,3,R32,Taylor Fritz,Max Purcell,0.7608,0.6434,0.6903600000000001,0.8446
2023-10-23,Basel,Hard,3,R32,Alexander Shevchenko,Stan Wawrinka,0.3304,0.3596,0.34792,0.2599
2023-10-23,Basel,Hard,3,R32,Tomas Martin Etcheverry,Sebastian Korda,0.3133,0.3724,0.34876,0.2215
2023-10-23,Basel,Hard,3,R32,Andy Murray,Yannick Hanfmann,0.5636,0.5702,0.5675600000000001,0.5346
2023-10-23,Vienna,Hard,3,R16,Frances Tiafoe,Gael Monfils,0.4899,0.5702,0.5380800000000001,0.3637
2023-10-23,Basel,Hard,3,R32,Sebastian Baez,Christopher Oconnell,0.579,0.3872,0.46392,0.6573
2023-10-23,Basel,Hard,3,R32,Botic Van De Zandschulp,Roberto Bautista Agut,0.4895,0.4428,0.46148,0.4872
2023-10-23,Basel,Hard,3,R32,Ugo Humbert,Marcos Giron,0.5976,0.4842,0.52956,0.6216
2023-10-23,Vienna,Hard,3,QF,Daniil Medvedev,Karen Khachanov,0.7147,0.5528,0.61756,0.758
2023-10-23,Vienna,Hard,3,R16,Alexander Zverev,Cameron Norrie,0.7204,0.518,0.59896,0.8279
2023-10-23,Vienna,Hard,3,R16,Borna Gojo,Tommy Paul,0.343,0.518,0.44800000000000006,0.3007
2023-10-23,Vienna,Hard,3,R16,Stefanos Tsitsipas,Tomas Machac,0.7256,0.6832,0.70016,0.743
2023-10-23,Vienna,Hard,3,R16,Karen Khachanov,Jiri Lehecka,0.6031,0.51,0.54724,0.6342
2023-10-23,Vienna,Hard,3,R16,Daniil Medvedev,Grigor Dimitrov,0.6773,0.518,0.58172,0.6755
2023-10-23,Basel,Hard,3,R32,Dominic Stricker,Benjamin Hassan,0.5746,0.5702,0.57196,0.5676
2023-10-23,Vienna,Hard,3,QF,Jannik Sinner,Frances Tiafoe,0.6936,0.51,0.58344,0.78
